IDREF,Year_Reference,languages_Chinese,languages_English,languages_French,languages_Hindi,languages_Spanish,skill_SocialSciences,skill_Art,skill_Technology,missing_language,missing_skill,grade,exam_score,ProfileType,school,major,citizen_cntry,previous_degree,ethnicity,previous_state,male_gender,international,year_birth
1043,2013,0,0,0,0,0,0,0,0,1,1,3.3510001,740,Client_oriented,UNIVERSITYCHICAGO,Economics,USA,BachelorofArts,,Illinois,0,0,1986
1044,2013,0,0,0,0,0,0,0,0,1,1,3.161,690,Others,,English,USA,BachelorofArts,,NewYork,1,0,1980
1045,2013,0,0,0,0,0,0,0,0,1,1,3.22,630,Unknown,UNIVERSITYSOUTHERNCALIFORNIA,Engineering,USA,BachelorofScience,,California,0,0,1982
1046,2013,0,1,0,0,0,0,0,0,0,0,3.3269999,720,Others,UFEDERALDEMINASGERAIS,Engineering,Brazil,BachelorofScience,,ForeignCountry,1,1,1979
1047,2013,0,1,1,0,1,1,0,0,0,1,3.533,730,Client_oriented,FLORIDASTATEUNIVERSITY,ForeignLanguages,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1984
1048,2013,0,0,0,0,0,0,0,0,1,1,3.165,680,Unknown,,Engineering,SaudiArabia,BachelorofScience,,ForeignCountry,1,1,1981
1049,2013,0,0,1,0,0,0,0,0,0,1,3.3099999,600,Unknown,NATIONALUNIVERSITYOFIRELAND,BiologicalSciences,Ireland,,WhiteNon-hispanic,ForeignCountry,1,1,1984
1050,2013,0,0,0,0,0,0,0,0,1,1,3.47,690,Investments,CORNELLUNIVERSITY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1979
1051,2013,0,0,0,0,0,0,0,0,1,1,3.263,750,Client_oriented,UNIVERSITYSOUTHERNCALIFORNIA,Finance,USA,BachelorofScience,,ForeignCountry,1,0,1984
1052,2013,0,0,0,0,0,0,0,0,1,1,2.9530001,630,Unknown,RENESSELAERPOLYTECHNICINSTITUTE,Engineering,USA,BachelorofScience,BlackNon-hispanic,NewYork,1,0,1986
1053,2013,0,0,0,0,0,0,0,0,1,1,3.483,730,Unknown,HAMILTONCOLLEGE,OtherHumanities,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1983
1054,2013,0,0,0,0,0,0,0,0,1,1,3.2290001,0,Production,UNIVERSITYPENNSYLVANIA,Psychology,USA,BachelorofArts,,California,0,0,1977
1055,2013,0,0,0,0,0,0,0,0,1,1,3.155,620,Unknown,HOWARDUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,BlackNon-hispanic,Maryland,1,0,1985
1056,2013,0,0,0,0,0,0,0,0,1,1,3.2490001,710,Investments,INSTOFTEC&HIGHERSTUD-ITESM,Engineering,Mexico,BachelorofScience,,ForeignCountry,1,1,1981
1057,2013,0,0,0,0,0,0,0,0,1,1,3.115,690,Others,JOHNSHOPKINSUNIVERSITY,Management,SouthAfrica,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1986
1058,2013,0,0,0,0,0,0,0,0,1,1,3.7869999,750,Client_oriented,PRINCETONUNIVERSITY,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1985
1059,2013,0,0,0,0,0,0,0,0,1,1,3.688,750,Unknown,YALEUNIVERSITY,History,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1982
1060,2013,0,0,0,0,0,0,0,0,1,1,3.3710001,670,Investments,GEORGIAINSTITUTETECHNOLOGY,Engineering,USA,BachelorofScience,BlackNon-hispanic,NewJersey,1,0,1977
1061,2013,0,0,0,0,0,0,0,0,1,1,3.7119999,690,Client_oriented,ARIZONASTATEUNIVERSITY,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1987
1062,2013,0,0,0,0,0,0,0,0,1,1,3.29,720,Others,UNIVERSITYVIRGINIA,Economics,USA,BachelorofArts,WhiteNon-hispanic,Virginia,1,0,1982
1063,2013,0,0,0,0,0,0,0,0,1,1,3.572,680,Client_oriented,YALEUNIVERSITY,FineArts,USA,BachelorofArts,BlackNon-hispanic,NewYork,1,0,1984
1064,2013,0,0,0,0,0,0,0,0,1,1,3.6719999,740,Others,CLAREMONTMCKENNACOLLEGE,Philosophy,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1983
1065,2014,0,0,0,0,0,0,0,0,1,1,3.1819999,620,Others,UNIVERSITYCHICAGO,OtherSocial,USA,BachelorofArts,BlackNon-hispanic,NewYork,1,0,1982
1066,2013,0,0,0,0,0,0,0,0,1,1,3.2780001,710,Unknown,TRINITYCOLLEGE,PoliticalScience,USA,BachelorofArts,,Massachusetts,1,0,1979
1067,2013,0,0,0,0,0,0,0,0,1,1,2.9549999,640,Unknown,EMORYUNIVERSITY,Economics,USA,BachelorofArts,BlackNon-hispanic,Maryland,1,0,1985
1068,2013,0,0,0,0,0,0,0,0,1,1,3.368,740,Unknown,SOGANGUNIV,OtherBusiness,Korea,BachelorofBusinessAdministration,,ForeignCountry,1,1,1980
1069,2013,0,0,0,0,0,0,0,0,1,1,3.1240001,670,Others,INDIANAUNIVERSITY,Economics,Germany,BachelorofArts,WhiteNon-hispanic,ForeignCountry,1,1,1981
1070,2013,0,0,0,0,0,0,0,0,1,1,3.4330001,0,Others,CORNELLUNIVERSITY,OtherHumanities,USA,BachelorofArts,,NewYork,0,0,1986
1071,2013,0,0,0,0,0,0,0,0,1,1,3.71,760,Others,COLUMBIAUNIVCOLUMBIACOLL,Economics,USA,BachelorofArts,WhiteNon-hispanic,California,1,0,1983
1072,2013,0,0,0,0,0,0,0,0,1,1,3.4070001,750,Unknown,CARLETONCOLLEGE,BiologicalSciences,USA,BachelorofArts,WhiteNon-hispanic,California,1,0,1979
1073,2013,0,0,0,0,0,0,0,0,1,1,3.8540001,750,Unknown,CORNELLUNIVERSITY,HotelAdministration,USA,BachelorofScience,WhiteNon-hispanic,Maryland,1,0,1985
1074,2013,0,0,0,0,0,0,0,0,1,1,3.348,760,Client_oriented,BENTLEYCOLLEGE,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1983
1075,2013,0,0,0,0,0,0,0,0,1,1,3.652,720,Investments,PENNSYLVANIASTATEUNIVERSITY,Accounting,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1985
1076,2013,1,1,0,0,0,1,0,1,0,0,3.1830001,720,Client_oriented,UNIVERSITYWISCONSIN,Engineering,USA,BachelorofScience,,ForeignCountry,1,0,1980
1077,2013,0,0,0,0,0,0,0,0,1,1,3.414,690,Investments,,Engineering,Cyprus,BachelorofScience,,ForeignCountry,1,1,1981
1078,2013,0,0,0,0,0,0,0,0,1,1,3.5880001,750,Others,UNIVERSITYTEXAS,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,1,0,1985
1079,2013,0,1,0,0,0,1,0,0,0,0,3.635,700,Others,UNIVERSITYMICHIGAN,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1982
1080,2013,0,0,0,0,0,0,0,0,1,1,3.3940001,590,Client_oriented,VILLANOVAUNIVERSITY,Marketing,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,Massachusetts,0,0,1983
1081,2013,0,0,0,0,0,0,0,0,1,1,3.4070001,720,Others,BOSTONUNIVERSITY,Management,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,1,0,1986
1082,2013,0,0,0,0,0,0,0,0,1,1,3.062,600,Client_oriented,YALEUNIVERSITY,PoliticalScience,USA,BachelorofArts,BlackNon-hispanic,NewYork,1,0,1984
1083,2013,0,0,0,0,0,0,0,0,1,1,3.527,720,Client_oriented,RUTGERSSTATEUNIVERSITYRUTGERSCOLLEGE,Finance,USA,BachelorofScience,,NewJersey,1,0,1984
1084,2013,0,1,1,0,1,1,0,0,0,0,3.9000001,720,Client_oriented,UCATOLICA/ARGENTINA,Finance,Argentina,BachelorofBusinessAdministration,WhiteNon-hispanic,ForeignCountry,1,1,1983
1085,2013,0,0,0,0,0,0,0,0,1,1,3.3529999,710,Investments,ARIZONASTATEUNIVERSITY,Accounting,USA,BachelorofScience,,Arizona,1,0,1982
1086,2013,0,0,0,0,0,0,0,0,1,1,3.224,650,Investments,UNIVERSIDADEXTERNADODECOLOMBIA,Finance,Colombia,BachelorofScience,,NewYork,0,1,1982
1087,2013,0,0,0,0,0,0,0,0,1,1,3.4100001,680,Production,UNIVERSITYPENNSYLVANIA,Philosophy,USA,BachelorofArts,Hispanic,NewYork,0,0,1985
1088,2013,0,0,0,0,0,0,0,0,1,1,3.102,730,Others,OXFORDBROOKESUNIVERSITY,Finance,Belgium,BachelorofArts,WhiteNon-hispanic,ForeignCountry,1,1,1982
1089,2013,0,0,0,0,0,0,0,0,1,1,3.753,720,Unknown,YONSEIUNIV,Finance,Korea,BachelorofBusinessAdministration,,ForeignCountry,1,1,1979
1090,2013,0,0,0,0,0,0,0,0,1,1,3.0829999,720,Investments,UFEDDORIOGRANDEDOSUL,Economics,Brazil,BachelorofScience,WhiteNon-hispanic,ForeignCountry,0,1,1982
1091,2013,0,0,0,0,0,0,0,0,1,1,3.5569999,700,Client_oriented,COOPERUNION,Engineering,USA,BachelorofEngineering/ExecProgram,BlackNon-hispanic,NewJersey,1,0,1983
1092,2013,0,0,0,0,0,0,0,0,1,1,3.493,670,Production,HAMILTONCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1093,2013,0,0,0,0,0,0,0,0,1,1,3.4419999,760,Client_oriented,MICHIGANSTATEUNIVERSITY,Economics,USA,BachelorofScience,,NewYork,1,0,1985
1094,2014,0,0,0,0,0,0,0,0,1,1,3.5209999,730,Unknown,PRINCETONUNIVERSITY,IndustrialRelations,USA,BachelorofArts,,ForeignCountry,0,0,1986
1095,2013,0,0,0,0,0,0,0,0,1,1,3.405,680,Client_oriented,UNIVILLINOISURBANA,Engineering,USA,BachelorofScience,,Illinois,0,0,1984
1096,2013,0,0,0,0,0,0,0,0,1,1,3.145,710,Unknown,CORNELLUNIVERSITY,Other,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1983
1097,2013,0,0,0,0,0,0,0,0,1,1,3.3940001,740,Others,UNIVCALIFORNIALOSANGELES,Other,USA,BachelorofArts,,California,1,0,1982
1098,2013,0,0,0,0,0,0,0,0,1,1,3.4100001,0,Others,WESLEYANUNIVERSITY,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1099,2014,0,0,0,0,0,0,0,0,1,1,2.8710001,680,Unknown,RENESSELAERPOLYTECHNICINSTITUTE,ComputerScience,USA,BachelorofScience,BlackNon-hispanic,NewYork,1,0,1982
1100,2013,0,0,0,0,0,0,0,0,1,1,3.457,700,Unknown,UNIVERSITYPENNSYLVANIA,Finance,USA,BachelorofScience,WhiteNon-hispanic,PuertoRico,0,0,1985
1101,2013,0,0,0,0,0,0,0,0,1,1,3.362,710,Investments,SUNYBINGHAMTON,ComputerScience,Turkey,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1985
1102,2013,0,0,0,0,0,0,0,0,1,1,3.273,680,Client_oriented,BATESCOLLEGE,Psychology,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1983
1103,2013,0,0,0,0,0,0,0,0,1,1,3.2679999,720,Investments,,Economics,Canada,BachelorofArts,BlackNon-hispanic,ForeignCountry,1,1,1986
1104,2013,0,0,0,0,0,0,0,0,1,1,3.3629999,720,Production,COLBYCOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,Connecticut,1,0,1984
1105,2013,0,0,0,0,0,0,0,0,1,1,3.062,700,Investments,UNIVERSITYNORTHCAROLINA,Management,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1984
1106,2013,0,0,0,0,0,0,0,0,1,1,3.325,720,Investments,RICEUNIVERSITY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1985
1107,2013,1,1,0,0,0,0,0,0,0,0,3.6129999,730,Others,SHANGHAIJIAOTONGUNIV,Management,Peop.Rep.China,BachelorofArts,,ForeignCountry,1,1,1984
1108,2013,0,1,0,0,0,0,0,1,0,0,3.4200001,730,Investments,CARNEGIE-MELLONUNIVERSITY,Mathematics,USA,BachelorofScience,,NewYork,1,0,1983
1109,2013,0,0,0,0,0,0,0,0,1,1,3.5209999,700,Investments,UDELOSANDES,Engineering,Colombia,BachelorofScience,,ForeignCountry,1,1,1983
1110,2013,0,0,0,0,0,0,0,0,1,1,3.5309999,710,Unknown,CLAREMONTMCKENNACOLLEGE,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1981
1111,2013,0,0,0,0,0,0,0,0,1,1,3.654,620,Client_oriented,BENTLEYCOLLEGE,Finance,USA,BachelorofScience,WhiteNon-hispanic,California,0,0,1985
1112,2013,0,0,0,1,0,0,0,1,0,0,3.73,770,Others,INDIANINSTITUTEOFTECH,Engineering,India,BachelorofTechnology,,,1,1,1984
1113,2013,0,0,0,0,0,0,0,0,1,1,3.717,760,Client_oriented,BOSTONUNIVENGLSHLANGORIENT,Economics,USA,BachelorofArts,,Tennessee,1,0,1985
1114,2013,0,0,0,0,0,0,0,0,1,1,3.6630001,710,Client_oriented,TUFTSUNIVERSITY,Economics,Mexico,BachelorofArts,,ForeignCountry,1,1,1985
1115,2014,0,0,0,0,0,0,0,0,1,1,3.0264707,640,Others,,Psychology,Australia,Other,WhiteNon-hispanic,NewYork,1,1,1984
1116,2013,0,0,0,0,0,0,0,0,1,1,3.553,730,Investments,SEOULNATIONALUNIV,Engineering,Korea,BachelorofScience,,ForeignCountry,1,1,1980
1117,2013,0,0,0,0,0,0,0,0,1,1,3.118,680,Unknown,UNIVERSITYMICHIGAN,Finance,USA,BachelorofBusinessAdministration,WhiteNon-hispanic,NewYork,1,0,1988
1118,2013,0,0,0,0,0,0,0,0,1,1,3.3610001,680,Investments,GEORGETOWNUNIV,Government,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1985
1119,2013,0,0,0,0,0,0,0,0,1,1,3.7739999,750,Client_oriented,CORNELLUNIVERSITY,Economics,India,BachelorofArts,,Massachusetts,1,1,1984
1120,2013,0,0,0,0,0,0,0,0,1,1,3.5569999,680,Client_oriented,UNIVERSITYNORTHCAROLINA,AdminPublicHealth,USA,BachelorofScience,,NewYork,0,0,1985
1121,2013,0,0,0,0,0,0,0,0,1,1,3.513,0,Client_oriented,UNIVERSITYPENNSYLVANIA,PoliticalScience,USA,BachelorofArts,Hispanic,NewYork,0,0,1986
1122,2013,0,0,0,0,0,0,0,0,1,1,2.9760001,710,Others,HARVARDCOLLEGE,English,USA,BachelorofArts,BlackNon-hispanic,NewYork,0,0,1981
1123,2013,0,0,0,0,0,0,0,0,1,1,3.7219999,750,Client_oriented,BROWNUNIVERSITY,IndustrialRelations,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1983
1124,2013,0,0,0,0,0,0,0,0,1,1,3.497,670,Investments,UNIVERSITYCALIFORNIASANDIEGO,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1984
1125,2013,0,0,0,0,0,0,0,0,1,1,3.55,750,Investments,COLUMBIAUNIVSCHGENRLSTDS,Engineering,USA,BachelorofScience,,NewYork,1,0,1981
1126,2013,0,0,0,0,0,0,0,0,1,1,3.3729999,710,Investments,PENNSYLVANIASTATEUNIVERSITY,,Turkey,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1982
1127,2013,0,0,0,0,0,0,0,0,1,1,3.888,710,Investments,EMORYUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,,NewYork,1,0,1986
1128,2013,0,0,0,0,0,0,0,0,1,1,3.533,760,Others,PUNEINSTITUTEOFCOMPUTERTECHNOLOGY,ComputerScience,India,BachelorofEngineering/ExecProgram,,,1,1,1982
1129,2013,0,0,0,0,0,0,0,0,1,1,3.585,700,Others,UNIVERSITYPENNSYLVANIA,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,0,0,1983
1130,2013,0,0,0,0,0,0,0,0,1,1,3.487,680,Others,GEORGETOWNUNIV,ForeignLanguages,USA,BachelorofArts,WhiteNon-hispanic,Connecticut,0,0,1987
1131,2013,0,0,0,0,0,0,0,0,1,1,3.527,750,Others,RICHARDSTOCKTONCOLLEGE,Finance,Belarus,BachelorofScience,WhiteNon-hispanic,NewYork,0,1,1982
1132,2013,0,1,1,0,0,1,0,0,0,1,3.7739999,750,Client_oriented,,Philosophy,UnitedKingdom,BachelorofArts,WhiteNon-hispanic,NewYork,1,1,1981
1133,2013,0,0,0,0,0,0,0,0,1,1,3.283,690,Investments,USNAVALACADEMY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1978
1134,2013,0,0,0,0,0,0,0,0,1,1,3.267,650,Production,WELLESLEYCOLLEGE,ReligiousStudies,USA,BachelorofArts,WhiteNon-hispanic,Florida,0,0,1986
1135,2013,0,0,0,0,0,0,0,0,1,1,3.234,700,Investments,UNIVERSITYCALIFORNIAIRVINE,Economics,USA,BachelorofArts,,NewYork,0,0,1983
1136,2013,0,0,0,0,0,0,0,1,0,0,3.108,620,Investments,TEMPLEUNIVERSITY,Finance,USA,BachelorofBusinessAdministration,BlackNon-hispanic,NewYork,1,0,1984
1137,2013,0,0,0,0,0,0,0,0,1,1,3.513,740,Others,WASHINGTONUNIVERSITY,Architecture,USA,BachelorofArts,WhiteNon-hispanic,Massachusetts,1,0,1986
1138,2013,0,0,0,0,0,0,0,0,1,1,3.8599999,780,Unknown,INDIANINSTITUTEOFTECH,Engineering,India,BachelorofTechnology,,ForeignCountry,1,1,1986
1139,2013,0,1,1,0,1,0,0,0,0,0,3.493,720,Unknown,ACADEMYOFECONOMICSTUDIESBUCHAREST,Finance,Romania,BachelorofScience,WhiteNon-hispanic,ForeignCountry,0,1,1982
1140,2013,0,0,0,0,0,0,0,0,1,1,3.302,660,Investments,UIBERO-AMERICA,Economics,Mexico,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1984
1141,2013,0,0,0,0,0,0,0,0,1,1,3.6340001,680,Client_oriented,,Law,Israel,,WhiteNon-hispanic,ForeignCountry,1,1,1982
1142,2013,0,0,0,0,0,0,0,0,1,1,3.142,710,Unknown,BERNARDMBARUCHCOLLEGE,Finance,USA,BachelorofBusinessAdministration,,NewYork,0,0,1986
1143,2013,0,0,0,0,0,0,0,0,1,1,3.47,760,Others,UNIVERSITYWASHINGTON,ComputerScience,USA,BachelorofScience,,Washington,1,0,1981
1144,2013,0,0,0,0,0,0,0,0,1,1,3.1700001,690,Investments,GEORGIAINSTITUTETECHNOLOGY,Engineering,USA,BachelorofScience,,Virginia,1,0,1985
1145,2013,0,0,0,0,0,0,0,0,1,1,3.352,690,Investments,COLUMBIAUNIVSCHGENRLSTDS,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1984
1146,2013,0,0,0,0,0,0,0,0,1,1,3.619,760,Client_oriented,PRINCETONUNIVERSITY,Psychology,USA,BachelorofArts,,NewJersey,1,0,1983
1147,2013,0,1,0,0,0,0,0,0,0,0,3.2969999,710,Investments,,Law,Israel,,WhiteNon-hispanic,ForeignCountry,1,1,1982
1148,2013,0,0,0,0,0,0,0,0,1,1,3.677,710,Investments,UNIVERSITYMARYLANDCOLLEGEPARK,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1985
1149,2013,0,0,0,0,0,0,0,0,1,1,3.148,720,Others,HARVEYMUDDCOLLEGE,Engineering,USA,BachelorofScience,,California,0,0,1982
1150,2013,0,0,0,0,0,0,0,0,1,1,3.3150001,730,Others,,Finance,UnitedKingdom,MasterofArts,WhiteNon-hispanic,ForeignCountry,1,1,1981
1151,2013,0,0,0,0,0,0,0,0,1,1,3.365,740,Client_oriented,BROWNUNIVERSITY,Economics,USA,BachelorofArts,,NewYork,1,0,1980
1152,2013,0,0,0,0,0,0,0,0,1,1,3.625,720,Others,UNIVCALIFORNIALOSANGELES,Economics,USA,BachelorofArts,WhiteNon-hispanic,California,0,0,1986
1153,2013,0,0,0,0,0,0,0,0,1,1,2.9419999,680,Others,UNITEDSTATESMILITARYACADEMY,Other,USA,BachelorofScience,,NewYork,1,0,1983
1154,2013,0,0,0,0,0,0,0,0,1,1,3.5829999,740,Client_oriented,NORTHWESTERNUNIVERSITY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1982
1155,2013,0,0,0,0,0,0,0,0,1,1,3.5899999,750,Client_oriented,CORNELLUNIVERSITY,Engineering,USA,BachelorofScience,,Virginia,1,0,1984
1156,2013,0,1,0,0,1,0,0,0,0,0,3.425,750,Investments,PONTIFICIAURIODEJANEIRO,Engineering,Brazil,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1983
1157,2014,0,0,0,0,0,0,0,0,1,1,3.8469999,740,Others,,Economics,Israel,BachelorofArts,WhiteNon-hispanic,ForeignCountry,0,1,1986
1158,2013,0,1,0,1,0,1,0,0,0,1,3.4119999,760,Client_oriented,UBOMBAY,Engineering,India,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1983
1159,2013,0,0,0,0,0,0,0,0,1,1,3.382,750,Investments,UNIVERSITYTEXAS,Engineering,USA,,WhiteNon-hispanic,California,1,0,1981
1160,2013,0,1,1,0,1,0,1,1,0,0,3.7709999,770,Unknown,UNIVERSITYPENNSYLVANIA,FineArts,USA,BachelorofArts,WhiteNon-hispanic,Kansas,1,0,1982
1161,2013,0,0,0,0,0,0,0,0,1,1,3.178,750,Unknown,TONGJIUNIVERSITY,ComputerScience,Peop.Rep.China,BachelorofEngineering/ExecProgram,,NewJersey,1,1,1982
1162,2013,0,0,0,0,0,0,0,0,1,1,3.71,780,Client_oriented,THADOMALSHAHANIENGINEERINGCOLLEGE,Engineering,India,BachelorofEngineering/ExecProgram,,ForeignCountry,1,1,1986
1163,2013,0,0,0,0,0,0,0,0,1,1,3.73,600,Others,UNIVERSITYMONTANA,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,0,0,1982
1164,2013,1,1,0,0,0,1,0,1,0,0,3.6600001,760,Others,NATLTSINGHUAUNIV,Engineering,Taiwan,BachelorofScience,,ForeignCountry,1,1,1982
1165,2013,0,0,0,0,0,0,0,0,1,1,3.4059999,710,Client_oriented,CPELYON,Engineering,France,BachelorofScience,WhiteNon-hispanic,ForeignCountry,0,1,1979
1166,2013,0,0,0,0,0,0,0,0,1,1,3.4100001,640,Unknown,MOREHOUSECOLLEGE,Finance,USA,BachelorofArts,BlackNon-hispanic,Georgia,1,0,1983
1167,2013,0,0,0,0,1,0,0,0,0,1,3.3150001,650,Production,SUNYCENTERSTONYBROOK,Management,USA,BachelorofScience,,NewYork,0,0,1983
1168,2013,0,0,0,0,0,0,0,0,1,1,2.99,740,Client_oriented,WESLEYANUNIVERSITY,OtherHumanities,USA,BachelorofArts,,NewYork,1,0,1985
1169,2013,0,0,0,0,0,0,0,0,1,1,3.7379999,720,Investments,DUKEUNIVERSITY,ComputerScience,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1985
1170,2013,0,0,0,0,0,0,0,0,1,1,3.1800001,700,Client_oriented,HAMILTONCOLLEGE,Mathematics,Vietnam,BachelorofArts,,,1,1,1985
1171,2013,0,1,0,0,0,1,0,0,0,1,3.5680001,700,Production,UNIVERSITYMARYLANDCOLLEGEPARK,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1984
1172,2013,0,0,0,0,0,0,0,0,1,1,3.573,730,Production,VILLANOVAUNIVERSITY,Accounting,USA,,WhiteNon-hispanic,NewJersey,0,0,1983
1173,2013,0,0,0,0,0,0,0,0,1,1,3.4119999,690,Others,COLGATEUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewJersey,1,0,1984
1174,2013,0,1,0,1,0,0,0,0,0,0,3.7969999,740,Investments,GEORGETOWNUNIV,Finance,India,,,ForeignCountry,1,1,1985
1175,2013,0,0,0,0,0,0,0,0,1,1,3.471,750,Unknown,BERNARDMBARUCHCOLLEGE,Finance,USA,BachelorofBusinessAdministration,,NewYork,1,0,1984
1176,2013,0,0,0,0,0,0,0,0,1,1,3.4089999,0,Unknown,,History,UnitedKingdom,BachelorofArts,WhiteNon-hispanic,ForeignCountry,1,1,1986
1177,2013,0,0,0,0,0,0,0,0,1,1,3.3800001,710,Others,CARNEGIE-MELLONUNIVERSITY,OtherBusiness,USA,BachelorofScience,,NewYork,0,0,1983
1178,2013,0,1,0,0,0,0,0,0,0,0,3.507,0,Others,COLUMBIAUNIVSCHGENRLSTDS,Engineering,Turkey,BachelorofScience,WhiteNon-hispanic,ForeignCountry,1,1,1984
1179,2013,0,0,0,0,0,0,0,0,1,1,3.4530001,0,Investments,UNIVERSITYPENNSYLVANIA,English,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1981
1180,2013,0,1,0,0,0,0,0,0,0,0,3.1440001,680,Unknown,KEIOUNIV,Economics,Japan,BachelorofArts,,ForeignCountry,1,1,1979
1181,2013,0,0,0,0,0,0,0,0,1,1,2.9660001,660,Production,CORNELLUNIVERSITY,Sociology,USA,BachelorofArts,BlackNon-hispanic,NewYork,0,0,1986
1182,2013,0,0,0,0,0,1,0,0,1,1,3.424,720,Client_oriented,UNIVERSITYOKLAHOMANORMAN,OtherHumanities,USA,BachelorofArts,WhiteNon-hispanic,Oklahoma,1,0,1983
1183,2013,0,0,0,0,0,0,0,0,1,1,3.372,670,Others,BOWDOINCOLLEGE,Government,USA,BachelorofArts,WhiteNon-hispanic,California,1,0,1984
1184,2013,0,0,0,0,0,0,0,0,1,1,2.885,640,Others,FLORIDAINTERNATIONALUNIVERSITY,Economics,Canada,BachelorofArts,BlackNon-hispanic,NewYork,1,1,1983
1185,2013,0,0,0,0,0,0,0,0,1,1,3.388,710,Investments,WASHINGTONLEEUNIVERSITY,Economics,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1983
1186,2013,0,0,0,0,0,0,0,0,1,1,3.253,730,Unknown,COLUMBIAUNIVCOLUMBIACOLL,PoliticalScience,USA,BachelorofArts,WhiteNon-hispanic,NewYork,1,0,1986
1187,2013,0,0,0,0,0,0,0,0,1,1,3.6070001,760,Client_oriented,UNIVERSITYMARYLANDCOLLEGEPARK,Finance,USA,BachelorofScience,WhiteNon-hispanic,NewYork,1,0,1985
1188,2013,0,0,0,0,0,0,0,0,1,1,3.322,580,Investments,GEORGIAINSTITUTETECHNOLOGY,Engineering,Ecuador,BachelorofScience,,Connecticut,0,1,1985
1189,2013,0,0,0,0,0,0,0,0,1,1,3.566,760,Unknown,USNAVALACADEMY,Engineering,USA,BachelorofScience,WhiteNon-hispanic,Virginia,1,0,1983
1190,2013,0,0,0,0,0,0,0,0,1,1,3.1849999,710,Client_oriented,UNIVERSITYCALIFORNIARIVERSIDE,OtherBusiness,USA,BachelorofScience,,California,0,0,1985
1191,2013,0,0,0,0,0,0,0,0,0,1,3.707,690,Unknown,HITOTSUBASHIUNIV,Law,Japan,BachelorofArts,,ForeignCountry,1,1,1976
1192,2013,0,0,0,0,0,0,0,0,1,1,3.237,730,Others,UNIVERSITYCALIFORNIABERKELEY,OtherBusiness,USA,BachelorofScience,,California,1,0,1983
1193,2013,0,0,0,0,0,0,0,0,1,1,3.098,690,Others,UNIVERSITYSOUTHERNCALIFORNIA,PoliticalScience,USA,,WhiteNon-hispanic,California,0,0,1984
1194,2013,0,1,0,0,0,1,0,0,0,0,3.056,750,Unknown,KOREAUNIV,History,Korea,BachelorofArts,,ForeignCountry,1,1,1977
