link,artist,artist_country,keywords,subject,styles,mediums,materials,list_price,category,height,width,depth
/art/Painting-BOLD/69293/1455385/view,Tomomi Maruyama,Japan,"black, bold, white, Japan, minimal art, abstract",Abstract,"Abstract, Minimalism, Fine Art",Acrylic,Paper,$1990.00,Painting,33.5  H, 29.5  W, 0.4 
/art/Painting-The-Wall-2/662191/3361499/view,Igors Bernats,Latvia,"white, contemporary, grey, light, minimalism",Abstract,"Abstract, Minimalism, Modern, Fine Art",Acrylic,Canvas,$755.00,Painting,23.6  H, 19.7  W, 0.8 
/art/Painting-What-s-at-the-Drive-In/470791/3558641/view,Darlene Watson,Canada,"acrylic, yellow-green, vivid, yellow, expressionistic, contemporary, details, abstract, modern",Abstract,"Abstract, Art Deco, Abstract Expressionism, Expressionism, Fine Art",Acrylic,Paper,$230.00,Painting,18  H, 24  W, 0.1 
/art/Painting-Sunset-blossom/13638/3517949/view,Carolina Alotus,Cyprus,"bright, gold leaf, Alotus, abstract, light",Abstract,"Abstract, Abstract Expressionism, Modern, Street Art, Fine Art","Acrylic, Spray Paint",Canvas,$2390.00,Painting,31.5  H, 63  W, 1.2 
/art/Painting-Bundle-of-Joy/765720/2611237/view,Connie Moore,United States,"In the moment, canvas, wild grapes, food, fruit, joy, light, nature, oil",Food,Fine Art,Oil,Canvas,$1080.00,Painting,14  H, 11  W, 0.5 
/art/Painting-next-to-the-pear/658904/2433918/view,Shandor Alexander,Ukraine,"sale, work, buy, shandor, art, oil",Still Life,"Fine Art, Impressionism, Abstract, Art Deco, Minimalism",Oil,"Canvas, Cardboard",$1790.00,Painting,27.6  H, 19.7  W, 2 
/art/Painting-Mirror-of-light/708399/3111440/view,Ode DROIT,France,"peaceful, sky, blue, water, earth, immensity, lake, landscape, mountain",Abstract,"Abstract, Fine Art","Acrylic, Wax, Color, Ink",Canvas,$2610.00,Painting,32  H, 32  W, 3 
/art/Painting-Opalescent/270328/3674547/view,Casey Matthews,United States,"sea, sky, teal, turquoise, water, watery, aqua, green, mint, ocean, opal",Abstract,"Abstract, Fine Art","Acrylic, Gouache, flashe, polymer, crayon",Canvas,$4720.00,Painting,48  H, 48  W, 1.5 
/art/Painting-The-swirl/791759/3353808/view,Vasyl Khodakivskyi,Ukraine,"realism, blue, swirl, underwater, fish",Fish,"Fine Art, Realism",Acrylic,Canvas,$2350.00,Painting,19.7  H, 39.4  W, 0.8 
/art/Painting-Nevermore/2732/3039812/view,Trisha Lambi,Australia,"painting, woman, Crow, Raven, contemporary, drape, figurative, nude, oil, orange, original",Nude,"Figurative, Fine Art, Modern, Realism, Surrealism",Oil,"Canvas, Soft (Yarn, Cotton, Fabric)",$3500.00,Painting,35.4  H, 47.2  W, 1.6 
/art/Painting-Thick-As-Thieves/732829/2472296/view,Julie Ahmad,,"purple, purple art, contemporary art, small art, Square Art, messy art, mahogany, neutral",Abstract,"Abstract, Abstract Expressionism, Fine Art, Expressionism, Modern",Acrylic,Canvas,$355.00,Painting,18  H, 18  W, 2 
/art/Painting-Little-cloud/385250/3693330/view,Kasia Gawron,Poland,"princess, rest, sadness, dream, girl, leaves",People,"Surrealism, Figurative, Fine Art","Oil, Acrylic",Canvas,$1190.00,Painting,27.6  H, 35.4  W, 2 
/art/Painting-Color-Awakenings-VI/514899/2660548/view,Katherine Evans,United States,"square, vibrant, collage, abstract, framed, bold color, green, magenta, minimalist, red-orange, orange",Abstract,"Abstract, Abstract Expressionism, Fine Art, Minimalism, Modern",Acrylic,Canvas,$3570.00,Painting,36  H, 36  W, 2.5 
/art/Painting-Cornered/792144/2501176/view,Elyce Abrams,United States,"blue, corner, abstract, geometric, green, layers, orange",Geometric,"Abstract, Fine Art, Modern, Conceptual, Minimalism",Acrylic,Wood,$1620.00,Painting,24  H, 30  W, 2 
/art/Painting-Passage-Furtif/736969/2334163/view,Jean*Philippe Brunaud,France,"road, black, sky, blue, moutain, burn, danger, explosion, fire, light, orange",Landscape,"Expressionism, Figurative, Fine Art","Acrylic, Oil",Canvas,$4010.00,Painting,44.9  H, 76.8  W, 0.8 
/art/Painting-Winter-Moon/878520/3274891/view,Joanne Evers,United States,"serene, shadows, sierra, blue, tree, o'keeffe, calm, thiebaud, abstract, moon, nature",Tree,"Abstract Expressionism, Modern, Fine Art, Expressionism",Oil,Canvas,$2120.00,Painting,36  H, 36  W, 1.5 
/art/Painting-Futuro/726881/2224068/view,Alicia Savio,United States,"fine art, architectural art, oil on canvas, Original Painting, cubism",Architecture,"Cubism, Fine Art",Oil,Canvas,$2120.00,Painting,24  H, 48  W, 1 
/art/Painting-The-orange-room/727087/2134410/view,Golriz Rezvani,Canada,"room, upside, clock, fan, orange",Architecture,"Fine Art, Expressionism, Modern","Acrylic, Ink",Paper,$705.00,Painting,13.4  H, 17.3  W, 0.4 
/art/Painting-IR585-FEATURED/735695/3619032/view,Radek Smach,Czech Republic,"positive, structural, white, winter, colors, minimalistic, contemporary, energy, abstract, layered",Abstract,"Abstract, Abstract Expressionism, Fine Art, Minimalism, Impressionism",Acrylic,Canvas,$1340.00,Painting,33.5  H, 27.6  W, 0.8 
/art/Painting-Beginning-winter/668015/3268516/view,khanh the bui,Vietnam,"halong bay, boat, winter, sea and sky, Begining, Heritage Site!!",Landscape,"Art Deco, Expressionism, Fine Art",Acrylic,Canvas,$990.00,Painting,29.5  H, 29.5  W, 1 
/art/Painting-Landscape-There-are-only-so-many-Tears-in-just-one-Sky-I/677971/3681665/view,Gesa Reuter,Germany,"rain, sky, blue, storm, tears, turquoise, water, light blue, ultramarine blue, grey, light",Abstract,"Abstract, Fine Art, Minimalism, Modern, Impressionism","Gouache, Acrylic, Ink",Canvas,$1290.00,Painting,31.5  H, 31.5  W, 0.8 
/art/Painting-Terrae-motus-earthquake/41103/1633513/view,Luciano de Liberato,Italy,"shake, luciano de liberato, terrae motus, terremoto, earthquake, fault, Havoc, upheaval",Abstract,"Abstract, Fine Art, Modern",Acrylic,Canvas,$15000.00,Painting,39.4  H, 39.4  W, 1.2 
/art/Painting-ANGELINAS-WALK/427067/2481048/view,Emilia Milcheva,Bulgaria,"path, springtime, trees, woods, fine art, oil painting, Contemporary Painting, modern painting, forest, art, landscape, nature",Landscape,"Expressionism, Impressionism, Fine Art, Modern",Oil,"Canvas, Wood",$700.00,Painting,27.6  H, 19.7  W, 0.2 
/art/Painting-K-N/299465/2754941/view,joao teixeira,Portugal,"fine art, contemporary art, expressionism, abstract, figurative, oil on wood, joao teixeira, kara neko, nude, oils",Nude,"Abstract, Figurative, Expressionism, Fine Art, Abstract Expressionism",Oil,Wood,$255.00,Painting,15.7  H, 15.7  W, 0.4 
/art/Painting-At-Last-the-Welcome-Return-of-Goatism/804662/3394041/view,jill Lewis,Australia,"patterns, pink, bird, textures, white, goat, grey, horse, ochres, humor, hybrid, Girl/Animal",People,"Figurative, Fine Art, Modern",Acrylic,Canvas,$4850.00,Painting,54.3  H, 53.5  W, 2 
/art/Painting-The-Emotional-Creation-66/311324/3637571/view,Carla Sa Fernandes,Portugal,"acrylic, painting, stripes, multicolor, canvas, dripping, emotional creation, abstract, carla sa fernandes, large",Abstract,"Abstract, Modern, Fine Art",Acrylic,Canvas,$2500.00,Painting,31.5  H, 47.2  W, 1.6 
/art/Painting-Small-night/743915/2720165/view,Mika Natri,Finland,"acrylic, painting, abstract expressionism, fine art, abstract",Abstract,"Abstract, Abstract Expressionism, Fine Art",Acrylic,Canvas,$2140.00,Painting,12.2  H, 35.8  W, 2 
/art/Painting-About-a-Boy-Distorted/13219/2332910/view,Irene Van Den Bos,Netherlands,"portraiture, boy, oilpainting, distortion, figure, fragile, man",Men,"Abstract Expressionism, Fine Art, Portraiture, Expressionism, Figurative",Oil,Canvas,$1890.00,Painting,43.3  H, 43.3  W, 1.6 
/art/Painting-Last-Minute/436778/3559545/view,J*nos Huszti,Hungary,"portrait, woman, canvas, face, grey, oil",Portrait,"Conceptual, Fine Art, Figurative, Modern, Portraiture",Oil,Canvas,$1080.00,Painting,60  H, 40  W, 0.8 
/art/Painting-Trequanda/659725/2675175/view,Jacek Malinowski,Poland,"road, Toscana, architecture, light, minimalism",Architecture,Fine Art,Oil,Canvas,$2950.00,Painting,23.6  H, 27.6  W, 0.8 
/art/Painting-Je-T-aime/418552/2736826/view,Soco Freire,United States,"woman, Paris, artlove, jetaime, louvre, love",Women,"Expressionism, Street Art, Art Deco, Figurative, Fine Art","Acrylic, Airbrush, Resin",Canvas,$7500.00,Painting,44.5  H, 37.5  W, 2.5 
/art/Painting-VSM-Beach/888156/3595359/view,Carlos Mart*n,Spain,"beach, people, black, silhouette, society, summer, walk, contemporary, future, happiness, hope, ocean",Beach,"Abstract, Conceptual, Expressionism, Figurative, Fine Art",Ink,Paper,$580.00,Painting,22  H, 30  W, 0.1 
/art/Painting-INNER-FREQUENCIES-OF-HOPE/300041/2638364/view,Davide Filippo Ceccarossi,Italy,"bent, red, room, black, delicate, doves, feeling, gray, hope, kindness, linear, nuance",Interiors,"Minimalism, Figurative, Fine Art, Modern",Oil,"Canvas, Wood",$5410.00,Painting,59.1  H, 39.4  W, 0.8 
/art/Painting-FIREWORKS/88980/2246485/view,Lila Koufopoulou,Greece,"beach, seascape, blue, water, woman, celebration, circle, abstract, fire, fireworks, joy, motion",Water,"Abstract, Abstract Expressionism, Fine Art",Acrylic,Canvas,$71000.00,Painting,59.1  H, 59.1  W, 1.2 
/art/Painting-evening/805287/2573345/view,HYZHY OLEH,Ukraine,"women, coffee, cup, dark, evening",Women,Fine Art,Oil,Canvas,$1740.00,Painting,23.7  H, 19.8  W, 0.6 
/art/Painting-after-the-rain/786295/2474288/view,Vahan Shahbazyan,Armenia,"After the Rain, shore, waves, wind, landscape",Landscape,"Impressionism, Modern, Abstract, Fine Art, Realism",Oil,Canvas,$649.00,Painting,15.8  H, 19.7  W, 0.8 
/art/Painting-Our-Old-House/876340/2937694/view,Travis Pratt,United States,"quiet, shadow, tornado, disaster, drawing, joplin, houses",Home,"Documentary, Conceptual, Fine Art, Expressionism, Realism","Acrylic, Gesso","Soft (Yarn, Cotton, Fabric)",$2170.00,Painting,42  H, 42  W, 0.8 
/art/Painting-Graffiti-de-luxe-Thai-edition-Bangkok-triptych/230929/2829502/view,Anna Zuber,Belgium,"urban, graffiti, street art, thailand, graffiti de luxe, bangkok, Thai, shiny, elegant, gold, luxury",Graffiti,"Abstract Expressionism, Fine Art, Pop Art, Street Art","Paint, Metal",Other,$4050.00,Painting,47.2  H, 70.9  W, 1.6 
/art/Painting-County-Theater-at-Dusk/465525/3416697/view,Bryan Brems,United States,"theater, street scene, night scene, architecture, Bucks County Painter, small town, Doylestown, lights, marquee",Architecture,"Documentary, Fine Art, Impressionism, Illustration, architecture",Oil,Wood,$745.00,Painting,20  H, 16  W, 0.5 
